SongName,AlbumName,AlbumLink,Year,PlayCount,Lyrics,SongLink,Duration,artist
Billie Bossa Nova,Happier Than Ever,https://open.spotify.com/album/0JGOiO34nwfUdDrD612dOp,2021,479959971,"Mm-mm-mm-mm-mm
Da-da-da-da
Love when it comes without a warning
'Cause waiting for it gets so boring
A lot can change in 20 seconds
A lot can happen in the dark
Love when it makes you lose your bearings
Some information's not for sharing
Use different names at hotel check-ins
It's hard to stop it once it starts (it starts)
I'm not sentimental
But there's somethin' 'bout the way you look tonight, mmh
Makes me wanna take a picture
Make a movie with you that we'd have to hide
You better lock your phone (oh)
And look at me when you're alone
Won't take a lot to get you going (oh)
I'm sorry if it's torture though
I know, I know
It might be more of an obsession
You really make a strong impression (yes, you do)
Nobody saw me in the lobby (saw me in the lobby)
Nobody saw me in your arms, mmh-mmh
I'm not sentimental
But there's somethin' 'bout the way you look tonight
('Bout the way you look tonight), mmh
Makes me wanna make 'em jealous
I'm the only one who does it how you like (only one who does it how you)
You better lock your phone
And look at me when you're alone (you're alone, you're alone)
Won't take a lot to get you going (get you going, get you going)
I'm sorry if it's torture though (torture though), I know, I know
You better lock your door
And look at me a little more
We both know I'm worth waiting for (waiting for)
That heavy breathing on the floor (on the floor)
I'm yours, I'm yours (I'm yours)
♪
I'm not sentimental
I'm not sentimental
I'm not sentimental",https://open.spotify.com/track/2KnuaZYoGzDoHiBTNYOTXG,196,Billie_Ilish
Not My Responsibility,Happier Than Ever,https://open.spotify.com/album/0JGOiO34nwfUdDrD612dOp,2021,151030240,"Do you know me?
♪
Really know me?
♪
You have opinions
About my opinions
♪
About my music
About my clothes
♪
About my body
Some people hate what I wear
Some people praise it
Some people use it to shame others
Some people use it to shame me
But I feel you watching
♪
Always
And nothing I do goes unseen
So while I feel your stares
Your disapproval
Or your sigh of relief
If I lived by them
I'd never be able to move
Would you like me to be smaller, weaker, softer, taller?
Would you like me to be quiet?
Do my shoulders provoke you?
Does my chest?
Am I my stomach? My hips?
The body I was born with
Is it not what you wanted?
If I wear what is comfortable
I am not a woman
If I shed the layers
I'm a slut
Though you've never seen my body
You still judge it
And judge me for it
Why?
We make assumptions about people
Based on their size
We decide who they are
We decide what they're worth
If I wear more
If I wear less
Who decides what that makes me?
What that means?
Is my value based only on your perception?
Or is your opinion of me
Not my responsibility?",https://open.spotify.com/track/4T2zre0jqstNJ5Gt0WG9lz,227,Billie_Ilish
!!!!!!!,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",https://open.spotify.com/album/0S0KGZnfBGSIssfF54WSJh,2019,234505,"My Invisalign has f...
(I have taken out my Invisalign)
I have taken out my Invisalign
And this is the album
Ha, ha,ha, ha, ha",https://open.spotify.com/track/0rQtoQXQfwpDW0c7Fw1NeM,13,Billie_Ilish
THE GREATEST,HIT ME HARD AND SOFT,https://open.spotify.com/album/7aJuG4TFXa2hmE4z1yxc3n,2024,449611365,"I'm trying my best
To keep you satisfied
Let you get your rest
While I stayed up all night
♪
And you don't wanna know
How alone I've been (how alone I've been)
Let you come and go
Whatever state I'm in, ah
Man, am I the greatest?
My congratulations
All my love and patience
All my admiration
All the times I waited (waited)
For you to want me naked (naked)
Made it all look painless (painless)
Man, am I the greatest?
♪
Doing what's right
♪
Without a reward
♪
And we don't have to fight (fight)
When it's not worth fighting for (fighting for), mm
And you don't wanna know (know)
What I would've done (done), hm
Anything at all (anything at all)
Worse than anyone (than anyone)
Hm, ooh, and
Man, am I the greatest? (Greatest)
My congratulations (congratulations)
All my love and patience (love)
All my admiration (admiration)
All the times I waited (waited)
For you to want me naked (naked)
I made it all look painless
Man, am I the greatest?
♪
The greatest
♪
The greatest, ah
I, I loved you and I still do
Just wanted passion from you
Just wanted what I gave you
I waited and waited (oh)
♪
Man, am I the greatest?
God, I hate it
All my love and patience
Unappreciated
You said your heart was jaded
You couldn't even break it (break it)
I shouldn't have to say it (say it)
You could've been the greatest",https://open.spotify.com/track/6TGd66r0nlPaYm3KIoI7ET,293,Billie_Ilish
bad guy,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",https://open.spotify.com/album/0S0KGZnfBGSIssfF54WSJh,2019,2828724570,"White shirt now red, my bloody nose
Sleepin', you're on your tippy-toes
Creepin' around like no one knows
Think you're so criminal
Bruises on both my knees for you
Don't say thank you or please
I do what I want when I'm wanting to
My soul? So cynical
So you're a tough guy
Like it really rough guy
Just can't get enough guy
Chest always so puffed guy
I'm that bad type
Make your mama sad type
Make your girlfriend mad tight
Might seduce your dad type
I'm the bad guy
Duh
♪
I'm the bad guy
♪
I like it when you take control
Even if you know that you don't own me
I'll let you play the role, I'll be your animal
My mommy likes to sing along with me
But she won't sing this song if she reads all the lyrics
She'll pity the men I know
So you're a tough guy
Like it really rough guy
Just can't get enough guy
Chest always so puffed guy
I'm that bad type
Make your mama sad type
Make your girlfriend mad tight
Might seduce your dad type
I'm the bad guy
Duh
♪
I'm the bad guy (duh)
♪
I'm only good at bein' bad, bad
♪
I like when you get mad
I guess I'm pretty glad that you're alone
You said she's scared of me?
I mean, I don't see what she sees
But maybe it's 'cause I'm wearing your cologne
♪
I'm a bad guy, ha
I'm, I'm a bad guy (bad guy, bad guy)
I'm a bad, ha",https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,194,Billie_Ilish
i love you,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",https://open.spotify.com/album/0S0KGZnfBGSIssfF54WSJh,2019,1260552928,"It's not true
Tell me I've been lied to
Crying isn't like you
Ooh
What the hell did I do?
Never been the type to
Let someone see right through
Ooh, hm, hm
♪
Maybe won't you take it back?
Say you were tryna make me laugh
And nothing has to change today
You didn't mean to say ""I love you""
♪
I love you
And I don't want to
Ooh
♪
Up all night
On another red-eye
I wish we never learned to fly
I
Maybe we should just try
To tell ourselves a good lie
Didn't mean to make you cry
I, hm, hm
♪
Maybe won't you take it back?
Say you were tryna make me laugh
And nothing has to change today
You didn't mean to say ""I love you""
♪
I love you
And I don't want to
Ooh
♪
The smile that you gave me
Even when you felt like dying
We fall apart as it gets dark
I'm in your arms in Central Park
There's nothing you could do or say
I can't escape the way I love you
I don't want to
But I love you
Ooh
Ooh
Ooh
Ooh
Ooh",https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc,291,Billie_Ilish
Happier Than Ever,Happier Than Ever,https://open.spotify.com/album/0JGOiO34nwfUdDrD612dOp,2021,1716151639,"When I'm away from you
I'm happier than ever
Wish I could explain it better
I wish it wasn't true
Give me a day or two
To think of something clever
To write myself a letter
To tell me what to do, mm-mm
♪
Do you read my interviews?
Or do you skip my avenue? (My avenue)
When you (when you) said you were passing through
Was I even on your way?
I knew when I asked you to (when I asked you to)
Be cool about what I was telling you
You'd do the opposite of what you said you'd do (what you said you'd do)
And I'd end up more afraid
Don't say it isn't fair
You clearly weren't aware that you made me miserable
♪
So if you really wanna know
When I'm away from you (when I'm away from you)
I'm happier than ever (happier than ever)
Wish I could explain it better (wish I could explain it better)
I wish it wasn't true (wish it wasn't true), mm-hm
♪
You call me again, drunk in your Benz
Driving home under the influence
You scared me to death, but I'm wasting my breath
'Cause you only listen to your fucking friends
I don't relate to you
I don't relate to you, no
'Cause I'd never treat me this shitty
You made me hate this city
And I don't talk shit about you on the internet
Never told anyone anything bad
'Cause that shit's embarrassing, you were my everything
And all that you did was make me fucking sad
So don't waste the time I don't have
And don't try to make me feel bad
I could talk about every time that you showed up on time
But I'd have an empty line 'cause you never did
Never paid any mind to my mother or friends
So I shut 'em all out for you 'cause I was a kid
You ruined everything good
Always said you were misunderstood
Made all my moments your own
Just fucking leave me alone, whoa, yeah",https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8,298,Billie_Ilish
LUNCH,HIT ME HARD AND SOFT,https://open.spotify.com/album/7aJuG4TFXa2hmE4z1yxc3n,2024,899314618,"Oh, mm-mm
I could eat that girl for lunch
Yeah, she dances on my tongue
Tastes like she might be the one
And I could never get enough
I could buy her so much stuff
It's a craving, not a crush, huh
""Call me when you're there""
Said, ""I bought you somethin' rare
And I left it under 'Claire'""
So now she's comin' up the stairs
So I'm pullin' up a chair
And I'm puttin' up my hair
Baby, I think you were made for me
Somebody write down the recipe
Been tryin' hard not to overeat
You're just so sweet
I'll run a shower for you like you want
Clothes on the counter for you, try 'em on
If I'm allowed, I'll help you take 'em off
Huh
I could eat that girl for lunch
Yeah, she dances on my tongue
Tastes like she might be the one
And I could never get enough
I could buy her so much stuff
It's a craving, not a crush, huh
Oh, I just wanna get her off, oh
Oh
♪
Oh, oh
Oh
She's takin' pictures in the mirror
Oh, my God, her skin is so clear
Tell her, ""Bring that over here""
You need a seat? I'll volunteer
Now she's smilin' ear to ear
She's the headlights, I'm the deer
I've said it all before, but I'll say it again
I'm interested in more than just bein' your friend
I don't wanna break it, just want it to bend
Do you know how to bend?
I could eat that girl for lunch
She dances on my tongue
I know it's just a hunch
But she might be the one
I could
Eat that girl for lunch
Yeah, she
Tastes like she might be the one
I could, I could
Eat that girl for lunch
Yeah, she, yeah, she
Tastes like she might be the one",https://open.spotify.com/track/629DixmZGHc7ILtEntuiWE,179,Billie_Ilish
bury a friend,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",https://open.spotify.com/album/0S0KGZnfBGSIssfF54WSJh,2019,1128220949,"Billie
♪
What do you want from me?
Why don't you run from me?
What are you wondering?
What do you know?
Why aren't you scared of me?
Why do you care for me?
When we all fall asleep, where do we go?
Come here
Say it, spit it out
What is it exactly?
You're payin'?
Is the amount cleanin' you out?
Am I satisfactory?
Today, I'm thinkin' about
The things that are deadly
The way I'm drinkin' you down
Like I wanna drown, like I wanna end me
Step on the glass, staple your tongue (ah)
Bury a friend, try to wake up (ah)
Cannibal class, killin' the son (ah)
Bury a friend, I wanna end me
♪
I wanna end me
I wanna, I wanna, I wanna end me
I wanna, I wanna, I wanna-
What do you want from me?
Why don't you run from me?
What are you wondering?
What do you know?
Why aren't you scared of me?
Why do you care for me?
When we all fall asleep, where do we go?
Listen
Keep you in the dark, what had you expected?
Me to make you my art
And make you a star and get you connected?
I'll meet you in the park, I'll be calm and collected
But we knew right from the start
That you'd fall apart 'cause I'm too expensive
Your talk'll be somethin' that shouldn't be said out loud
Honestly, I thought that I would be dead by now (wow)
Callin' security, keepin' my head held down
Bury the hatchet or bury a friend right now
For the debt I owe, gotta sell my soul
'Cause I can't say no, no, I can't say no
Then my limbs all froze and my eyes won't close
And I can't say no, I can't say no
Careful
Step on the glass, staple your tongue (ah)
Bury a friend, try to wake up (ah)
Cannibal class, killin' the son (ah)
Bury a friend, I wanna end me
♪
I wanna end me
I wanna, I wanna, I wanna end me
I wanna, I wanna, I wanna-
What do you want from me?
Why don't you run from me?
What are you wondering?
What do you know?
Why aren't you scared of me?
Why do you care for me?
When we all fall asleep, where do we go?",https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF,193,Billie_Ilish
8,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",https://open.spotify.com/album/0S0KGZnfBGSIssfF54WSJh,2019,342720943,"Wait a minute, let me finish
I know you don't care
But can you listen?
♪
I came committed, guess I overdid it
Wore my heart out on a chain
Around my neck, but now it's missing, hmm
Da-da-da-da-da-da-da
Da-da-da-da-da-da-da
♪
So I think I better go
I never really know how to please you
You're lookin' at me like I'm see-through
I guess I'm gonna go
I just never know how you feel
Do you even feel anything?
♪
Da-da-da-da-da-da-da
Da-da-da-da-da-da-da
You said, ""Don't treat me badly""
But you said it so sadly
So I did the best I could
Not thinking you would have left me gladly
I know you're not sorry
Why should you be?
'Cause who am I to be in love
When your love never is for me?
Me
Da-da-da-da-da-da-da
Da-da-da-da-da-da-da
So I think I better go
I never really know how to please you
You're lookin' at me like I'm see-through
I guess I'm gonna go
I just never know how you feel
Do you even feel anything?",https://open.spotify.com/track/6X29iaaazwho3ab7GNue5r,173,Billie_Ilish
listen before i go,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",https://open.spotify.com/album/0S0KGZnfBGSIssfF54WSJh,2019,679976631,"Take me to the rooftop
I wanna see the world when I stop breathing
Turning blue
Tell me, love is endless, don't be so pretentious
Leave me, like you do (like you do)
If you need me
Wanna see me
Better hurry
'Cause I'm leaving soon
Sorry, can't save me now
♪
Sorry, I don't know how
♪
Sorry, there's no way out (sorry)
But down, mm down
♪
Taste me, the salty tears on my cheek
That's what a year-long headache does to you
I'm not okay, I feel so scattered
Don't say I'm all that matters
Leave me
Deja vu
If you need me
Wanna see me
You better hurry
I'm leaving soon
Sorry, can't save me now
♪
Sorry, I don't know how (sorry)
Sorry, there's no way out (sorry)
But down, mm down
♪
Call my friends and tell
Them that I love them
And I'll miss them
But I'm not sorry
Call my friends and tell them that I love them
And I'll miss them
Sorry",https://open.spotify.com/track/0tMSssfxAL2oV8Vri0mFHE,242,Billie_Ilish
Halley's Comet,Happier Than Ever,https://open.spotify.com/album/0JGOiO34nwfUdDrD612dOp,2021,416708205,"I don't want it
And I don't want to want you
But in my dreams I seem to be more honest
And I must admit, you've been in quite a few
Halley's Comet
Comes around more than I do
But you're all it takes for me to break a promise
Silly me to fall in love with you
I haven't slept since Sunday
Midnight for me is 3:00 a.m. for you
But my sleepless nights are better
With you than nights could ever be alone, ooh-ooh-ooh
I was good at feeling nothing, now I'm hopeless
What a drag to love you like I do, ooh-ooh, ooh, ooh
Ooh-ooh-ooh, ooh, ooh-ooh, ooh
I've been loved before, but right now in this moment
I feel more and more like I was made for you
♪
For you
♪
I'm sitting in my brother's room
♪
Haven't slept in a week or two, or two
I think I might have fallen in love
What am I to do?",https://open.spotify.com/track/5XsAal7ZcWg1I5T4NcRjkv,234,Billie_Ilish
my future,Happier Than Ever,https://open.spotify.com/album/0JGOiO34nwfUdDrD612dOp,2021,566465948,"I can't seem to focus
And you don't seem to notice I'm not here
I'm just a mirror
You check your complexion
To find your reflection's all alone
I had to go
Can't you hear me?
I'm not comin' home
Do you understand?
I've changed my plans
'Cause I, I'm in love
With my future
Can't wait to meet her
And I (I), I'm in love
But not with anybody else
Just wanna get to know myself
I know supposedly I'm lonely now (lonely now)
Know I'm supposed to be unhappy without someone (someone)
But aren't I someone? (Aren't I someone? Yeah)
I'd (I'd) like to be your answer (be your answer)
'Cause you're so handsome (you're so handsome)
But I know better
Than to drive you home
'Cause you'd invite me in
And I'd be yours again
But I (I), I'm in love (love, love, love, love)
With my future
And you don't know her (ooh)
And I, I'm in love (love, love)
But not with anybody here
I'll see you in a couple years",https://open.spotify.com/track/3YUMWmx8EJq0DurfuIwoGh,210,Billie_Ilish
Lost Cause,Happier Than Ever,https://open.spotify.com/album/0JGOiO34nwfUdDrD612dOp,2021,384964078,"Something's in the-
♪
Something's in the air right now
Like I'm losing track of time
Like I don't really care right now, but maybe that's fine
You weren't even there that day
I was waitin' on you
I wondered if you aware that day was the last straw for me and I know
I sent you flowers
Did you even care?
You ran the shower and left them by the stairs
Ooh-ooh-ooh, ooh, ooh
Ay-ay-ay-ay, ay, ay
Thought you had your shit together, but damn, I was wrong
You ain't nothin' but a lost cause
And this ain't nothin' like it once was
I know you think you're such an outlaw
But you got no job
You ain't nothin' but a lost cause
And this ain't nothin' like it oncе was
I know you think you're such an outlaw
But you got no job
I used to think you were shy
But maybe you just had nothing on your mind
Maybe you were thinkin' 'bout yourself all the time
I used to wish you were mine
But that was way before I realized
Someone like you would always be so easy to find
So easy (so easy)
He-hee, mm-mm-mm, mm
Gave me no flowers
Wish I didn't care
You'd been gone for hours
Could be anywhere
Ooh, ooh-ooh, ooh-ooh
Ah-ah-ah-ah-ah
Thought you would've grown eventually, but you proved me wrong
You ain't nothing but a lost cause
And this ain't nothing like it once was
I know you think you're such an outlaw (yeah)
But you got no job
You ain't nothing but a lost cause
And this ain't nothing like it once was
I know you think you're such an outlaw (think you're such an outlaw)
But you got no job
What did I tell you?
Don't get complacent
It's time to face it now, na-na, na-na, na-na
What did I tell you?
Don't get complacent
It's time to face it now, na-na-na",https://open.spotify.com/track/4191RXFPa7Ge9XkA4cWlna,212,Billie_Ilish
