SongName,AlbumName,AlbumLink,Year,Runtime,PlayCount,Lyrics,SongLink
Donda Chant,Donda,https://open.spotify.com/album/5CnpZV3q5BcESefcB3WJmz,2021,0:52,"29,397,309","Donda, Donda
Donda
Donda, Donda, Donda, Donda Donda
Donda, Donda, Donda, Donda, Donda
Donda, Donda, Donda, Donda, Donda
Donda
Donda, Donda, Donda, Donda, Donda
Donda, Donda
Donda, Donda, Donda, Donda, Donda
Donda
Donda
Donda
Donda
Donda
Donda
Donda
Donda
Donda
Donda
Donda
Donda
Donda
Donda
Donda, Donda, Donda, Donda, Donda
Donda, Donda
Donda, Donda, Donda, Donda, Donda
Donda, Donda
Donda",https://open.spotify.com/track/7eSSmgq26BXr7xay3WKjfi
Jonah,Donda,https://open.spotify.com/album/5CnpZV3q5BcESefcB3WJmz,2021,3:15,"77,881,704",No Lyrics,https://open.spotify.com/track/35acXjupfWHgtchiS6yAjC
Pure Souls,Donda,https://open.spotify.com/album/5CnpZV3q5BcESefcB3WJmz,2021,5:58,"103,417,154",No Lyrics,https://open.spotify.com/track/5aqUqSq0SqGBAqEn27PEzc
Water,JESUS IS KING,https://open.spotify.com/album/0FgZKfoU2Br5sHOfvZKTI9,2019,2:48,"62,094,168","Well, right
So, so well
Well, right
So, so high as the sun come out
Plannin', bootin'
Plannin', movin'
Plannin', tubin', there, well, well
Clean us like the rain in spring
Take the chlorine out our conversation
Let Your light reflect on me
I promise I'm not hiding anything
It's water
♪
We are water
Pure as water
Like a newborn daughter
The storm may come
But we'll get through it because of Your love
Either way, we crash like water
Your love's water
Pure as water
We are water
Jesus, flow through us
Jesus, heal the bruises
Jesus, clean the music
Jesus, please use us
Jesus, please help
Jesus, please heal
Jesus, please forgive
Jesus, please reveal
Jesus, give us strength
Jesus, make us well
Jesus, help us live
Jesus, give us wealth
Jesus is our safe
Jesus is our rock
Jesus, give us grace
Jesus, keep us safe
Clean us like the rain in spring
Take the chlorine out our conversation
Let Your light reflect on me
I promise I'm not hiding anything
It's water
♪
We are water
Pure as water
Like a newborn daughter
We like water, hmm
We like water
♪
Well, right
So, so well
Well, right
So, so high as the sun come out
Plannin', bootin'
Plannin', movin'
Plannin', tubin', there, well, well",https://open.spotify.com/track/454Epa1vrCGFddHXKyC1kb
God Breathed,Donda (Deluxe),https://open.spotify.com/album/2Wiyo7LzdeBCsVZiRA6vVZ,2021,5:33,"55,960,969","I know God breathed on this
I know God breathed on this
I know God breathed on this
I know God breathed on this
I know He got His hands on this
I know we got a chance on this
No, I never planned on this
I might need a band on this
This might get banned off rip
Gon' say somethin' for y'all quick
Let me know something, who y'all with?
Don't know nothing, I know this
I know God breathed on this
I know God breathed on this
I know God breathed on this
I know God breathed on this
Oh-oh, oh-oh (breathed on this, breathed on this)
Breathed on me, breathed, breathed, oh-oh (yeah)
♪
More than I can say for you
Before the sons and the daughters
Before the sun and the water
More than I can say for you
But the truth still for you
Once I saw what the Lord do
God, the Son, all the glory
God, the Father, like Maury
Don't care what you say, nothin' on me
I don't care 'bout the lawyer fees
I don't care 'bout your loyalties
God will solve it all for me
Trust man, he will fail ya
Trust, and God'll heal ya
Dustin, he a Hoffman
Don't fall what they offerin', uh
Fall far too often, yeah
Call God, but don't call enough
Fall down, but don't fall in love
I know God is all in us
I know God breathed on this
I know God breathed on this
I know God breathed on this
I know God breathed on this
I know God breathed on this
I know God breathed on this
I know God breathed on this
I know God breathed on this
Devil on my shoulders, I can't let him breathe
Brush 'em off my sleeve, I'm filled with memories
Pray they remember me, oh, oh-oh
And I know there's an angel watchin' over me
Oh-ah, I inhaled and breathed
They heart so filled with greed
Okay, now they want the old me
Not too big on peoples talkin'
Okay, now they gotta show me, okay, okay
Devil's talkin' to me, angel's talkin' to me
But angels start to tell me, ""It's okay to not feel okay""
I know that you'd be proud if you was here today
But it's okay 'cause I'm okay
I know God breathed on me
Know God breathed on me
Know God breathed on me
Know God breathed on me",https://open.spotify.com/track/1nGNm9hTNOcM1rA4SVS4zj
VULTURES,VULTURES 1,https://open.spotify.com/album/4DOsPwJtokv6HEifZ6t5j6,2024,4:36,"65,529,091","All eyes is on me
Won't tell no lies, won't hold my tongue
Don't cry for me
(This Chicago, nigga)
(I want some juice)
I don't have no rapper friends, I hang with the vultures
Big ass toaster, hit yo' whip, flip it over
Big ol' nigga, he's a big ol' goofy, Rudy Gobert
Jump off in that lane, you gon' get put on a poster
LaFerrari F8, Lamborghini Roadster
I turn ten bricks into 12, them birds had a growth spurt
We gon' do some shoppin' later, I'ma need some throat first
I just got some head in a Ghost, then I ghost her
Yeah, yeah, outta here, your boyfriend a gopher
I see him out with her and pretend like I don't know her
I can't do no features with you, nigga, it's a ""No, sir""
Hardest nigga on Earth, I'm not really from Earth
We don't dial 9-1-1, I let off that chrome first
I put in my own work, better do your homework
I can hear that money calling, I pick up the first ring (go, go)
What, you gon' charge that old man for that pussy? Girl, don't hurt me
Iced out all my scammer hoes, boost all they insurance up
Iced out all my ghetto hoes who turned into influencers
Smurkio, fuck that bitch and leave, I don't care who she fuck
Best shit out her closet, it's hot as hell, she got on Yeezy UGGs
I got moes with me, Bump out the feds, mean I got foes with me
You got goofies with you, before I do that, I keep some hoes with me
Askin' for my gun when I'm in Cali', nigga this yo' city
Why you DMin' my bitch actin' like we fuck? These hoes below silly
Street niggas want ramen, I don't like calamari
Took her out that cheap shit, took her to Bvlgari
Never tell her ""Sorry,"" this car a Ferrari
Offset with this Cuban link, you think she was Cardi (this Chicago, nigga)
Three gang leaders with me, all times
I don't know who I fucked last night, I got Alzheimer's
I don't know who them hoes is, man, they all lyin'
Brody, tell me who them hoes is, man, they all fine
Runnin' hooligans, and we with the foolishness
How I'm antisemitic? I just fucked a Jewish bitch
I just fucked Scooter's bitch and we ran up like Olympics
Got pregnant in the threesome, so whose baby is it?
Whose baby is it?
My niggas puttin' belt to ass, pull up with the switches
This ain't Jimmy Butler but the heat got extensions
This ain't Columbine, but we came in with the trenches
She askin' me to aim for her neck, 'cause her boyfriend bought that necklace (with the trenches)
Precious (with the trenches)
Fuck it, I scratched another nigga woman up off my checklist (with the trenches)
I've been livin' reckless
I wish Takeoff wasn't there that night in Houston, Texas (with the trenches)
Wish I could bring G.Ca$$o back, that was my best friend
Chordz, I need you to give me somethin' big, I'm talkin' 'bout dollar signs
Skinny pants flow, tell the hoe, ""No, I don't wanna fuck""
She can suck-suck-suck it, 'til she suck it dry
California nigga with some European freaks
Badass bitch from the Middle E-E-E-East wanna lick on me
Stick on me, even though I got security
Even though she got a man, she know he ain't as pure as me, seriously
Soon as I get back, trading in my Urus for the Puro' keys
Couple grey hairs up in my beard, that's showin' my maturity, yeah
Ay, shoutout to my symphony
9th Ave, Spaced Out, we did that shit so differently and brilliantly
Dolla $ign, Iggy, and we both YG
Fades in the backyard, no talking, take flight instantly
Ay, Nate 3D, boot up my nigga, James Koo
My nigga, that's D.R.U.G.$
She snottin' that P out that D
She want me to put some of this coke in her butt, ugh
She Russian, I beat up the pussy for Ukraine
Bought her a bag and I filled it with loose change
Just like my exes, she told me that ""You changed,"" yeah, yeah, yeah
Dolla done rather be fuckin' it up
Still screamin' ""Free TC, Melly, and Thug""
Fuck the police, the DA and the judge
Way out in Saudi, I found me a plug
Don't wanna go out, she'd rather do drugs
Can't be my main if we met in the club
Give me somethin', bitch, I'm talkin' 'bout dollar signs
Look it here, hoe, I don't wanna fuck
Here's a buck, but a buck, buck, buck
I'm shootin', game to light that-
Give me somethin', bitch, I'm talkin' 'bout dollar signs
Look it here, hoe, I don't wanna fuck
Here's a buck, but a buck, buck, buck
I'm shootin', game to light that-
Game to light that-
Game to light that-
Game to light that-
Game to light that-
Game to light that-",https://open.spotify.com/track/3w9WvHLKSXOsW6aAw0yr1n
FOREVER,VULTURES 2,https://open.spotify.com/album/5RV2TNyjylqWJNxQyHBTeJ,2024,2:15,"5,387,607","(Maybe we don't last forever)
Do or die, you and I
Like a blank page (maybe we-)
See inside, most high (maybe we don't-)
Maybe (maybe we don't last forever)
Like a hopeless romantic, oh-oh-oh
Hopelessly, yeah
Just to cope, just a possible word of hope, like
""Maybe"", ""possibly"", ""if time didn't exist""
That suit and tie shit, that marathon shit
That take-it-off shit, that Cullinan bih (maybe we don't last forever)
I want you tonight, I need you tonight
Come see through my eyes
Girl, why would I lie? I want love
I want love (maybe we don't last forever)
(I want love)
(I want love)
Just to cope, just a possible word of hope, like
""Maybe"", ""possibly"", ""if time didn't exist""
Four billion years in this bitch, these lifetimes blitz
We gon' shine in this shit, every time timeless
Which is more than enough for ""forever""
Worth more than big stones, rare metals
Checked in, room covered in rose petals
Lights on, lights off, it's no difference
Still gon' deliver the box like drop-shipping
Last shit these niggas dropped was not hittin'
I don't think you in the spot to talk shit in
Warn these niggas about me, caution 'em
Smoke these niggas like a box of carcinogens
The Hermès always swing through like pendulum
My bitch got the milk, we need cinnamon
Please don't ruin the scene, we all filmin' it
Throw that shit in a loop, I'm relivin' it
Throw that shit on me, I keep killin' it
♪
(Maybe we don't last forever)",https://open.spotify.com/track/1Cxq3u0RQ0tEBbVofZ9Mma
Lord I Need You,Donda (Deluxe),https://open.spotify.com/album/2Wiyo7LzdeBCsVZiRA6vVZ,2021,2:42,"61,924,383",No Lyrics,https://open.spotify.com/track/2pLgJ5ygFlbIABtKrDpqaA
STARS,VULTURES 1,https://open.spotify.com/album/4DOsPwJtokv6HEifZ6t5j6,2024,1:55,"88,729,880","I hope he's bright and big, and strong
♪
I hope he's bright and big, and strong
You already know what I'm on
Tell 'em don't wait up for me
Pullin' up, drop top Porsche
This that glory
I'ma come through and just black out
Just black out
Keep a few Jews on the staff now
I cash out
We finna go where the stars at
And beyond that
This that rip up the contract
Fuck all that
(I hope he's bright and big, and strong)
I ain't gotta ask nobody
Plug talk, plug talk, shawty
And she wanna back it up for me
I'ma blow your back out, shawty (oh-oh)
Got a hundred racks in the morning (oh-oh)
Whoo-ooh, whoo-ooh, whoo-ooh
(I hope he's bright and big, and strong)
I ain't gotta ask nobody
Plug talk, plug talk, shawty
And she wanna back it up for me
I'ma blow your back out, shawty (oh-oh)
Got a hundred racks in the morning (oh-oh)
Whoo-ooh, whoo-ooh, whoo-ooh
I hope he's bright and big, and strong
Ooh-ooh-ooh, ooh-ooh-ooh, ooh-ooh
I hope he's bright and big, and strong
Ooh-ooh-ooh, ooh-ooh-ooh, ooh-ooh
And we'll be way up in the stars",https://open.spotify.com/track/5ogdIq5F70xEPB3kwiiecr
FOREVER ROLLING,VULTURES 2,https://open.spotify.com/album/5RV2TNyjylqWJNxQyHBTeJ,2024,3:14,"15,539,078","Took nothin' to somethin', I took the time out, too
Led under-dividers to strugglin' and they never found out who
I call the vision in Saudi, it's like a hide-out
I make a move in the mornin', fuck it, let's ride out
Them Lamborghinis be skridin' on any corner
Ain't really nothin' I ain't had, nigga, you know I ain't lyin'
""Keep your money in front you,"" I had to tell the lil' homie
You stop believin' these hoes, you had the time of your life
Mask on out in public like you ain't never know him
Pills turn 'em to zombies, now they're forever rollin'
How many times you ain't warn 'em, then they tell you what you gonna do?
Had to dip off from London, I had too many that night
Fuck your favorite rapper, his number ain't even numbers
Fuck your latest designer, this that new Yeezy come-up
Platinum cars turn milk chocolate to peanut butter
Niggas claimin' they called me, ain't even had my number
In the midst of the storm and you see me stuntin' on 'em
He gon' handle that for you, now you forever owe him
Fuck the head of the company, I'm the better owner
Y'all put hurdles in front of me with bananas on 'em
Then you wonder why a ape'll go bananas on 'em
Protect your head from this burn, like it's tannin' lotion
See, we started off hustlin', then we ended up ballin'
I had to follow my callin', now we forever rollin'
Forever rollin'
Forever rollin'
Forever rollin'
Forever rollin'
Why you always act like you want me to come and jack you up?
Never gon' be you against the world 'cause I'ma back you up
You know why we stand there, bro, the cap ain't nothin'
I was on my last and I can't ask for nothin'
They get on yo' ass soon as I press the button
It ain't no comparison, I'm one of one
I pray God amputate my legs if I was to ever run
Youngins doin' shit I don't condone, but I still pay they bond
I don't fuck with dog, but I look out for mom, though
Bro needed a spot, I let 'em play the condo
I know that I'm that, but I still play it humble
Said you had my back, but you ain't never come through
Told you to go back 'cause I didn't really want you
Beg me to come back, you know I always come through
Tell me where you gon' run to
You tell it your way, I tell mine, but it's only one truth
Damn, if I don't even sometime, even damned if I do
Had somebody knew what we talk about, that shit lame, too
All we ever had was the block
Bro, we damn near raised each other
Never let them break up the gang, we gotta stay together
However, I see that they playin' and I'ma play it better
You know that we all that we got, so we gotta stay together
Same friend ain't doin' nothin', you love 'em, send 'em letters
Know I'm going over the top for you, I'll pay whatever
Ain't no stoppin', I'm all in, you know I gotta get one
The world got a whole lot to offer, you got to live a little
Some shit I can't figure out, and I'll probably never get it
(I'll probably never get it)
Forever rollin'
Forever rollin'
Forever rollin'
Forever rollin'",https://open.spotify.com/track/1MTpRBLniy6298BCdyKUfQ
Junya,Donda,https://open.spotify.com/album/5CnpZV3q5BcESefcB3WJmz,2021,2:27,"67,390,220","Junya Watanabe on my wri-wri'
Junya Watanabe on my wri-wri'
Tell 'em this, did he miss?
Junya Watanabe on my, mmh
I can't really see, where did I miss? (Mmh, mmh)
Ex-strippers (mmh, mmh)
New killers (mmh, mmh), Chi' niggas tell 'em (mmh, mmh)
This on Donda (mmh, mmh), on my mama (mmh, mmh)
Made a promise (mmh)
Junya Watanabe on my wri-wri'
Junya Watanabe on my wri-wri'
Tell 'em this, did he miss? (Wri')
Junya Watanabe on my, mmh
I can't really see, where did I miss? (Mmh)
Junya Watanabe on my wri-wri' (mm)
Junya Watanabe on my-
All summer (mmh, mmh), all summer (mmh, mmh)
.45 gunners (mmh, mmh), in pajamas (mmh, mmh)
They piranhas (mmh, mmh)
Buy out the store in hours like we planned it
Junya Watanabe on my wri-wri'
Junya Watanabe on my wri-wri'
Tell 'em this, did he miss?
Junya Watanabe on my, mmh
I can't really see, where did I miss? (Mmh)
Junya Watanabe on my wri'
For summers, hol' up, uh
For five summers, hol' up
For five summers, hol' up, uh
For five summers, hol' up, uh
We took over, hol' up, uh
We took over, hol' up
We took over, hol' up
We took over, hol' up
Born in Atlanta (mmh, mmh)
Not Montana (mmh, mmh)
'Scuse my manners (mmh, mmh)
I got standards
Uh, yeah, 'scuse my manners (mmh, mmh)
I got standards (mmh, mmh)
I got status (mmh, mmh)
You don't want static (mmh, mmh)
See more comments (mmh, mmh)
Than I see commas (mmh, mmh)
They going dummy (mmh, mmh)
We going Donda (mmh, mmh)
Let me be honest (mmh, mmh)
Let me be honest (mmh, mmh)
I won with the Bucks, boy
Let me Giannis (mmh, mmh)
I won with the Bucks, boy (mmh)
Spirit is on us (mmh, mmh)
The spirit of Donda
God's time can't fit on a wrist
Junya wanna have me on my wrist (wri', wri', wri')
Move out of the way of my release (yeah, yeah, yeah)
Tryna get me off my Qs and Ps (yeah, yeah, yeah, watch it)
Why can't losers never lose in peace? (Yeah, yeah, watch it)
Ain't nobody 'round me losing sleep
Better find God 'fore He find me
Tell the Devil, ""Good night, go to sleep""",https://open.spotify.com/track/1jgcODbfAL3tV7tikF6n1j
ISABELLA,VULTURES 2,https://open.spotify.com/album/5RV2TNyjylqWJNxQyHBTeJ,2024,0:08,"26,097",No Lyrics,https://open.spotify.com/track/36XrocrUkmem00MPm2kIst
KING,VULTURES 1,https://open.spotify.com/album/4DOsPwJtokv6HEifZ6t5j6,2024,2:36,"33,441,518","After everything said, huh, man, man
After everything said, huh, man, man
""Crazy, bipolar, antisemite""
And I'm still the king
Still the king
Still
They thought headlines was my kryptonite
Still the king
Still the king
This what y'all been waitin' for, huh?
Guess a real nigga couldn't take no more, huh
Niggas mad 'cause they can't talk to Ye no more, huh
It was fucks given, now it ain't no more, huh
If you ain't mean it, what you say it for, huh?
She just wanna fuck at the Bottega store, huh
When she suck me off, I should be payin' more, huh
Attention to my bitch 'cause she actin' like a slut
Bring four sluts right now
Shut the hell up 'fore you get exiled
And, I'm still
""Crazy, bipolar, antisemite""
And I'm still the king
They thought headlines was my kryptonite, bitch
I'm still the king
I'm still the king
Paparazzi love me, they show up to everything
I can pay you double, let me put you on the team
White Castle to Italian castles, we did everything
Sold out every stadium, bitch, we got every ring
I don't give a - uh-uh, ooh
Why? Mmm, the king
All that word of mouth couldn't take me out, huh-huh
After all of that, your kids in the house goin' crazy
'Cause I'm still the king
Still the king
Still the king
Deadlines, I gave a shit, like-
Still the king
Still the king",https://open.spotify.com/track/0KXIsj1KjSNlGvNora6BA4
PROBLEMATIC,VULTURES 1,https://open.spotify.com/album/4DOsPwJtokv6HEifZ6t5j6,2024,3:14,"50,463,474","I feel like I beat a murder, murder
Fuckin' on a bitch you never heard of, heard of
That Pope like the leader of the Vati-can, he do it again?
Everything I do, they do, guess Yeezy set the trend
And we in this bitch again, time to get rich again
(Throw your motherfuckin' hands)
They lookin' like prey, I guess that's why they praying
And when you flyin' private, it can't be no delayin'
When I speak my mind
It's gon' be some lawsuits and furniture movin'
I gotta haul through, like when you be movin'
I gotta fly to Japan just to be secluded
They did no damage, what I give 'em? No chances
Even if they get a chance, here's panic like they know Spanish
How I brand all of these clothes?
How every tantrum I throw make an anthem for hoes?
This my life, not a quote
I feel like I beat a murder, murder
Fuckin' on a bitch you never heard of, heard of
I'ma take all my baldies to Giorgio Baldi's, throw my dick a party
Your dress code upscale
Used to shop at ALDI's
I ran up some numbers, now I got what you all need
Give your homegirl the boric acid, save the summer
New abs, she dropping fast, it's time to come up
Blackout
Passin' out and then she wakin' up gorgeous
I'm not racist, it's a preference
And my bitch lookin' like a reference
Throw them, make them moves like a referee
Come get on your knees, shawty, I got needs
She a loud mouth
I need to sign a seal, a couple brand-new deals
Gotta get this shit off my chest, I got some shit to spill
Passin' out NDA's, Nigga Deal with it After
I just fucked the world raw, she need a morning after
♪
And in the morning after
♪
And I quote, ""It's only one goat"", let you had your fun though
Run the block like Mutombo, you had it on loan
Every day in New Jersey, on my way to New York
I was late to every meeting in my Queens tunnel
But all the hoes in Hoboken know
If I sent you outside with the open-toes
You might get you a trip to the Poconos
You might have to tell your man a Pinocchio
That was a jokey-joke
That wasn't nowhere near as funny when you brokey-broke
Cryin' in high school over a high school bitch
And she still in the dark takin' night school, bitch
Look at how we made it like we Mike Will bitch
Wish somebody woulda warned us
When I was 15, my soulmate wasn't born yet
African king in a different time
We got multiple wives too, just at different times
Picture this, if every room got a different bitch
Do that make me a po-nigga-mist?
Without the deals, I guarantee I'm still nigga rich
Shit is fucking ridiculous",https://open.spotify.com/track/7wOpdeL1e8nsK5fQwj40Ox
Tell The Vision,Donda,https://open.spotify.com/album/5CnpZV3q5BcESefcB3WJmz,2021,1:44,"29,286,880","N-, we made it
♪
N-, we made it
♪
N-, we made it
♪
N-, we made it (grr, woo, bah)
N-, we made it, we made it (woo)
N-, we made it (woo)
Thank God that I made it
N-, we made it, we made it (woo)
Look, momma, I made it
Look, I remember the days, same fit for a week straight
I used to eat 50-cent cake, now it's Philippe's
It's Philippe's for the steak, buy it, I don't care what it cost
And I always keep a pole, I did a hundred on a pro
If you droppin' a woo, we come where you live
Glock 9, infrared, pull up and empty the clip
Dread had the strap all summer in the Floss movin' reckless
Please do not play with me, n-, I keep a K with me
N-, we made it (grr, woo)
N-, we made it, we made it (woo)
N-, we made it (woo)
Thank God that I made it",https://open.spotify.com/track/4OfnDoi5VOPsXtwnofq6aL
HOODRAT,VULTURES 1,https://open.spotify.com/album/4DOsPwJtokv6HEifZ6t5j6,2024,3:43,"37,021,150","Hoodrat, hoodrat, hoodrat, hoodrat
Hoodrat, hoodrat, hoodrat, hoodrat
Hoodrat, hoodrat, hoodrat, hoodrat
Hoodrat, hoodrat, hoodrat, hoodrat
Hoodrat, hoodrat, hoodrat, hoodrat (auntie)
Hoodrat, hoodrat, hood- (nigga)
Hoodrat, hoodrat, hoodrat, hoodrat (ahh, ma', what up?)
Hoodrat, hoodrat, hoodrat, hoodrat
Hoodrat, hoodrat, hoodrat, hoodrat
Hoodrat, hoodrat, hoodrat, hoodrat
Hoodrat, hoodrat, hoodrat, hoodrat (ah, ma', what up?)
Hoodrat, hoodrat, hoodrat, hoodrat
Hoodrat, hoodrat, hoodrat, hoodrat (auntie)
Hoodrat, hoodrat, hoodrat, hoodrat (nigga)
You look like a piece of hallelujah
Wrapped up in, have mercy, Lord
I know that I've got a nice whip
But I hope that me and you could be on one accord
I shot, I scored (ah, ma', what up?)
I take it off the board, headboard
Ah, boom, nigga (nigga, ah, ma', what up?)
She fell in love with the sword
I sliced, I diced, I hit it from the back
Whore, whore (ah, ma', what up?)
But I respect your feelings
When your toes tried to touch the ceiling havin' safe sex (auntie)
Of course, unlock the door, bought all the things that you could dream of
Had I bought a Chanel, Gucci, Pucci creamer
But we all know the outcome that fucked up the income
And then some have mercy, Lord
A nigga eyes on dim sum, let the light dim some
Catch me on your TV, heart broke GD
You look like a piece of hallelujah
Wrapped up in, have mercy, Lord
I know that I've got a nice whip
But I hope that me and you could be on one accord (nigga)
One maker, real breath taker, real rump shaker
Do that, whip what her mama gave her
911, let me call my savior
Jesus on the main line, brand new T-shirt (ah, ma' what up?)
Don't make me stain mine
Drank so much, she throwin' up my gang sign
Throwin' up my gang sign
Throwin' up my gang sign
Hoodrat, hoodrat, hoodrat, hoodrat
Hoodrat, hoodrat, hoodrat, hoodrat
Hoodrat, hoodrat, hoodrat, hoodrat
Hoodrat, hoodrat, hoodrat, hoodrat
Hoodrat, hoodrat, hoodrat, hoodrat
Hoodrat, hoodrat, hoodrat, hoodrat (ah, ma', what up?)
Hoodrat, hoodrat, hoodrat, hoodrat
Hoodrat, hoodrat, hoodrat, hoodrat (nigga)
People are funny, they know, Kanye's great too
But the way he conducts himself, they hate to believe it
But they can't help it, they know he's great (right)
Why would-? Listen, the shit Kanye say is basically
Affirmations' what people say for success
And it sounds insane, because that's what motherfuckers do
But he sounds insane and that's sounds of a leader
No doubt he's got some mental fuckin' issues, most leaders do
The delusional issue, ""I'm a God""",https://open.spotify.com/track/0Ah7O76JL0pyn84jI7NPbr
24,Donda (Deluxe),https://open.spotify.com/album/2Wiyo7LzdeBCsVZiRA6vVZ,2021,3:17,"89,050,871","Dear God, make it alright, only You can make it alright
Dear Lord, make it alright, nothing else ever feels right
Dear God, make it alright, nothing else ever feels right
Nah, nah, nah, nothing else ever feels right
Exhausted, never the right time to go
God, I done my time to go
Never the right time to go
God loves you
Love when you choose your steps
Gotta make it right before you left
Gotta make it right before you–
Everybody wanna feel like everything gon' be right
New me over the old me
Let it out, let it all out
God, please set it alright
Make it right, now that feels right
Nothing else ever feels right
Nothing else ever feels right
Save me, yeah, make it alright
Bow our heads 'cause it's alright, alright, mmh
24 hours, 24 candles, 24 hours
Yeah, yeah
Yeah, yeah, yeah, yeah, yeah
Throw our hands up in the sky
Yes, Lord, we put 'em high
Yeah, yeah
♪
Yeah, yeah
Yeah, know you alive and God's not finished
Know you alive and God's step's finished
But know you alive and God's not finished
We know you alive and God, ay
The Devil's a lie and now he fini–
The Devil's a lie and now he fi–
Devil's a lie and now he finis–
Throw our hands up in the sky
Yes, Lord, we put 'em high
♪
We gonna be okay, we gonna be okay
We gonna be okay, we gonna be okay
We gonna be okay, we gonna be okay
God's not finished, God's not finished
God's not finished, God's not finished
God's not finished, God's not finished
God's not finished, God's not finished
Now we gon' be okay, we gonna be okay
We gonna be okay, we gonna be okay
God's not finished, God's not finished
God's not finished
We gonna be okay
Throw our hands up in the sky
Yes, Lord, we put 'em high
Oh-oh-oh-oh, oh-oh",https://open.spotify.com/track/37Tw2Q4aDxHafSy0Nej9va
Jail pt 2,Donda,https://open.spotify.com/album/5CnpZV3q5BcESefcB3WJmz,2021,4:57,"72,151,979","Take what you want
Take everything
Take what you want
Take what you want
Better that I change my number so you can't explain
Violence in the night, violence in the night
Priors, priors, do you have any product?
Well, that one time, I'll be honest
I'll be honest, we all liars, let it go
I'll be honest, we all liars
I'll be honest, we all liars
I'm pulled over and I got priors (priors)
Guess we goin' down, guess who's goin' to jail?
Guess who's goin' to jail tonight?
Guess who's goin' to jail tonight?
Guess who's goin' to jail tonight?
God gon' post my bail tonight
Don't you curse at me on text, why you try to hit the flex?
I hold up, like, ""What?"" I scroll, I scroll up like, ""Next""
Guess who's getting X'ed? Like, next
Guess who's getting X'ed?
You made a choice, that's your bad, single life ain't so bad
But we ain't finna go there
Something's off, I'll tell you why
Guess who's goin' to jail tonight
What a grand plan to sell you out
I could scream and shout, let it out
I'll be honest, we all liars
I'll be honest, we all liars
I'm pulled over and I got priors
Guess we goin' down, guess who's goin' to jail?
Guess who's goin' to jail tonight?
Guess who's goin' to jail tonight?
Guess who's goin' to jail tonight?
God gon' post my bail tonight
Man, tell them haters open up the jail
(Open up the jail)
And you can tell my baby mamas, ""Get the bail money""
(Bail me)
I said one thing they ain't like
Threw me out like they ain't care for me
Threw me out like I'm garbage, huh?
And that food that y'all took off my table
You know that feed my daughters, huh? (Mmm)
But I ain't really mad 'cause when I look at it
I'm getting them snakes up out my grass and n- that's a good habit
But I'm ready for war, let's get at 'em
And teaming up ain't gon' help 'em
'Cause beating the odds too deep, just me and God, sh-, n-, I'm good at it
Matter of fact, I'm great at it, my cell phone back at it
I know these people gon' try to tell me how to talk
Don't know what I seen or what I was taught
My momma worked two or three jobs
To take care of three of her kids, my uncles watched
Yeah, we was raised by the crack addicts
Mmm, raised by the drug dealers, killers, and the junkies (junkies)
Mama couldn't save us 'cause she had to get the...
Mama couldn't save us 'cause she had to get the money
Feel like your world falling, getting too hard to catch it, ain't it?
You and your girl arguin', you don't like how she actin' lately
Giving it everything that you can give and you don't get half the patience
You was busy hustlin', the things come with your hustle
They got in her head, corrupted her
Yeah, that's probably what happened, ain't it?
Large amount of capital, invested in myself
Underground, I ain't even have a basement, I read the affidavit
Let's see what it is with you
Only thing I did to you
Was always keep it real and true
Guilty, guess they 'gon have to take me
Guess who's goin' to jail tonight?
Guess who's goin' to jail tonight?
Guess who's goin' to jail tonight?
God gon' post my bail tonight",https://open.spotify.com/track/2H8jWuNmluerTEsuh8Gu6y
